"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","194903518","197018181","198655161","196138876","195715877","195318697","194158748","193050164","192964595","197706149","197499380","196817425","197149060","196494494","196768202","197692047","198015973","200058630","201772382","202773428","204277367","205974275","206744779","207794842","209198924","210336221","211297171","212349029","212800557","212324199","207997781","207876285",
"Togo","TGO","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1264812","1306140","1348114","1342827","1351323","1416704","1473891","1526110","1575801","1626195","1675499","1725346","1773425","1822529","1873951","1926287","1986902","2051044","2114234","2176599","2235449","2295679","2356627","2418804","2482804","2548478","2616080","2685319","2755854","2827220","2878677","2978692",
"Thailand","THA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29031951","29752436","30429579","31089355","31715645","32441917","33148802","33854887","33973095","34134552","34800733","35667411","36214888","36730285","37474638","38143753","38276334","39112785","39500137","39613757","39447286","40871916","41198445","40085031","40209227","40201741","39942542","39798925","40229450","39952396","40206904","40332579",
"Tajikistan","TJK","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1372150","1399115","1413524","1415198","1428111","1452615","1482818","1512803","1540882","1571528","1614501","1669397","1725997","1783044","1851391","1885220","1915780","1939343","1959738","1999281","2047575","2094999","2141635","2190056","2239463","2290338","2343422","2373588","2401162","2430291","2461642","2552335",
"Turkmenistan","TKM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1113708","1156779","1222816","1261504","1341047","1399279","1419315","1479891","1500223","1503838","1533914","1568672","1614348","1651467","1685141","1702163","1722701","1742901","1756636","1786859","1809907","1822586","1840852","1859757","1877732","1900211","1922021","1942502","1963049","1983961","1973116","2016704",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","163855565","168375926","173713385","179275954","184467780","189763975","192613865","199444538","204741331","209102936","213569889","218520489","223073855","228449973","235159950","241193339","246376277","249990033","254298000","259694725","262313416","265532457","270315229","274646635","278181521","282468050","286514715","290868605","295262358","299410567","279071956","294316604",
"Timor-Leste","TLS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","301325","303908","305802","307716","310320","313162","315912","320199","326070","342196","344151","346424","355010","362669","370895","380778","394141","403551","412719","422265","431847","442546","453711","466967","480415","493419","505198","520089","534337","542135","550913","566950",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60404261","62423689","64303823","66188318","68140106","69719188","71451534","73687128","75931496","79250047","81349913","83273634","84697674","87472315","90445516","93424966","95862353","98165201","98991652","101530053","104013751","104213436","106454227","108691375","109692114","111644492","114061422","115084880","116198987","117441043","115196583","117942509",
"Tonga","TON","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32704","33470","34207","34939","35681","35673","35682","35896","36258","36563","36801","36965","37058","37096","37109","37109","37108","37162","37248","37294","37347","37363","37242","37036","36797","36573","36418","36317","36260","36419","36409","36980",
"South Asia (IDA & IBRD)","TSA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","402773344","412507329","422282795","432476216","443469330","453086793","464457113","476050762","487590945","499032341","510623872","524277087","537992323","551773330","565591364","578864049","584245201","589370739","594149632","599465643","604918214","608655839","612635308","619631582","625205432","632619988","638220559","646800036","652131031","665406402","637590913","655896424",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","196630323","202175216","207732924","213262360","218988454","225230423","231669199","238059807","244779735","251772315","258995220","266553181","274418193","282513098","290814438","299239043","307424609","315637722","323841487","331561826","339512790","348639862","355544342","363098277","373161033","384581800","395928426","407637344","419603778","432225350","434621184","451240715",
"Trinidad and Tobago","TTO","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","484162","492020","502948","510612","528137","545135","557669","570876","584169","591320","604964","610493","623433","639823","663384","679217","688837","690780","697130","694170","679616","674603","693119","694768","707968","696897","693991","697929","712761","695102","672932","668306",
"Tunisia","TUN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2524360","2607281","2682737","2774038","2862078","2946813","3030225","3115089","3170401","3225286","3279579","3332508","3382758","3428609","3468620","3502286","3572996","3648430","3729377","3810664","3892730","3974997","4077364","4084374","4103893","4121291","4162572","4178516","4204927","4240590","4066606","4164773",
"Turkiye","TUR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19764606","20423991","20579200","19657575","21126842","21438138","21777880","21780014","22359923","22791604","22057291","22466618","22818052","22701682","22213391","22722966","22701823","23120324","23860350","24758044","25813719","26962929","27572517","28737694","29598166","30767622","31859053","32879110","33440312","33612480","31643710","33317080",
"Tuvalu","TUV","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12170574","12541597","12917096","13373576","13927382","14418306","14764677","15128801","15562875","16008096","16486056","16955480","17496683","18051900","18621844","19204745","19802584","20225225","20635598","21001337","21393289","21865045","22376520","22926545","23506979","24329562","25227845","26155212","27089225","28031345","27839214","29342821",
"Uganda","UGA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6290385","6492431","6706126","6926204","7137229","7273738","7415858","7594789","7793558","8041854","8289243","8537792","8810531","9100783","9377842","9660213","9960401","10281641","10622845","10979618","11353046","11740671","12143029","12561283","13026478","13550001","14163204","14847009","15501519","16175558","16728018","17466536",
"Ukraine","UKR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24262168","24269839","24293892","24266616","24130510","23948276","23759025","23579293","23445196","23329206","23195753","23064790","22951193","22824873","22682516","22529601","22365499","22455477","22353776","22246256","22140770","22037072","21940939","21834998","21670713","21563197","21453122","21345004","21244133","21148251","20585937","20285701",
"Upper middle income","UMC","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","967701781","982499149","997807954","1009368889","1023413106","1038474955","1051611410","1068890814","1084819945","1103835344","1118962934","1131865238","1147095498","1160944436","1175395628","1190017653","1200529507","1208656293","1215184882","1220457765","1222067401","1235130815","1244536990","1251883515","1260950213","1271493497","1278993909","1284894482","1290958886","1297653768","1268739328","1286362550",
"Uruguay","URY","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1325756","1345579","1359692","1347025","1393814","1429263","1465534","1483567","1501566","1480666","1498137","1539514","1504842","1487819","1502864","1509310","1578246","1633168","1646995","1675615","1674178","1730444","1720216","1720501","1757881","1742337","1742862","1738336","1735162","1743411","1684519","1738442",
"United States","USA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","127352635","128277995","130387362","131792391","134076656","135975699","138055164","140577815","142198644","144105400","146165420","147200478","148166545","148886199","150113021","152044687","154153998","155503656","157246178","157377616","157357520","157443449","158452837","158809858","159540138","160644681","162448665","163971525","165307013","167100506","165636446","166120892",
"Uzbekistan","UZB","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7304509","7498122","7858924","8109751","8390470","8618107","8840600","9035618","9240613","9411449","9639711","9865497","10097722","10321149","10496388","10676783","10852805","11016142","11196948","11397209","11757005","12102964","12282564","12449113","12613634","12764108","12926840","13101873","13253939","13403597","13408703","13779051",
"St. Vincent and the Grenadines","VCT","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43897","44331","45078","45859","46344","47073","47592","48146","48684","49141","49519","49859","50332","50798","51102","51342","51758","52082","52383","52546","52598","52671","52738","52760","52773","52821","52833","52855","52975","52973","50784","51364",
"Venezuela, RB","VEN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7851129","8116735","8371351","8607813","8834999","9094628","9337173","9614736","9865542","10077589","10348118","10617423","10802303","10980655","11373943","11695705","12062613","12233922","12453087","12638870","12831301","13014061","13131114","13251951","13365101","13467003","13499592","13257948","12619008","11431538","10451032","10501193",
"British Virgin Islands","VGB","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47526","50816","51994","55853","52685","49828","47277","47319","47372","46725","47925","50147","49717","48940","50874","52106","52734","53576","53658","53822","52343","53049","52225","49378","48813","50865","50528","51143","47523","45034","44457","45794",
"Vietnam","VNM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31936784","32756123","33544447","34359370","35179903","36017414","36895986","37199017","37949911","38878581","39197848","40501911","41125859","41724856","42252513","43725099","45207162","46689586","48035092","49365083","50409726","51233474","51880303","53110638","53761704","54503885","54678039","54999073","55246119","55877864","54751934","55034919",
"Vanuatu","VUT","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58174","59587","61068","62666","63976","65671","67389","69084","71034","73164","75350","78286","81441","84164","86956","89716","92332","95298","98116","101100","103884","106198","108633","111136","113465","116043","118487","120992","123834","126759","128714","132757",
"World","WLD","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2322184070","2364869426","2407624788","2443548471","2487209709","2528242942","2570583497","2617505610","2663533090","2714052391","2759473411","2802472541","2846097209","2891893930","2939963225","2989135918","3027777597","3066600128","3098765558","3127621175","3154391060","3188482053","3219457830","3249915197","3283266080","3320511508","3355841442","3390281482","3424839821","3467592547","3401253959","3462581495",
"Samoa","WSM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55595","56112","56684","57177","57980","58274","58489","58974","59362","59735","59884","59942","60129","60387","60617","60907","61484","61993","62711","63710","64464","65057","66042","66854","67611","68133","68517","69251","70144","70843","71346","73214",
"Kosovo","XKX","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2905158","3009429","3117537","3240784","3366555","3523130","3677466","3836973","4005653","4185293","4261847","4342810","4427905","4517994","4614958","4730371","4868070","5016910","5171424","5329984","5491294","5582610","5677003","5777525","5882886","6153998","6403465","6652110","6894546","7138302","7295686","7534851",
"South Africa","ZAF","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15502719","15795955","16002908","16207343","16452296","16733331","17042659","17391928","17767558","18138149","18506394","18895839","19289343","19672943","20036920","20373728","20698571","21019310","21338378","21088301","19990942","21055801","21285409","21678834","21981198","23120551","23430091","23776332","23771538","24142656","22920638","23621461",
"Zambia","ZMB","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2335479","2397339","2457212","2516255","2575973","2636253","2700183","2770543","2844369","2921644","3008678","3115207","3227203","3342089","3462677","3591422","3732078","3881010","4037927","4200400","4365867","4525822","4688259","4857219","5033650","5215101","5402043","5593157","5789287","6117559","6488753","6699866",
"Zimbabwe","ZWE","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3516593","3648635","3761641","3824653","3871382","3958602","4082100","4210139","4335714","4443007","4513594","4554987","4585027","4613761","4629617","4633728","4657154","4690574","4712800","4745234","4788110","4843119","4931171","5051976","5186851","5329948","5478775","5625665","5770226","5912686","6008633","6200667",
